cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url,Metro
ruv_rathee Yeah.. Because why should we listen to courts when we have Dhruv rathee and Rahul Gandhi to decide all criminal cases.,2019-02-06 23:55:44,1071,https://pbs.twimg.com/profile_images/1009878301626720256/wL87S8hM_normal.jpg,0.0,negative,ruv_rathee Yeah... Because why should we listen to courts when we have Dhruv rathee and Rahul Gandhi to decide all criminal cases.,1.0932972186547487e+18,Shitiz Srivastava,https://twitter.com/stamewo,Delhi
Here the dope Rahul Gandhi compareing the LGBT community with the Dalits,2019-02-06 23:55:27,20,https://pbs.twimg.com/profile_images/867745799362498560/ErMkz8Lj_normal.jpg,144.0,neutral,@HLKodo: Here the dope Rahul Gandhi compareing the LGBT community with the Dalits. 😡 https://t.co/5d7LABszB3,1.093297150954537e+18,Fourier,https://twitter.com/UnderBreakdown,Kolkata
यद स म प्रियंक मे इंदिर क छव दिखत ह त य #हिंदुओ क लि #घात ह क्योक य वह छव ह जिसन द हज़ा साधुवो की…,2019-02-06 23:54:27,1363,https://pbs.twimg.com/profile_images/1074194569930039297/pvAnV-pB_normal.jpg,195.0,neutral,"@UChurasia: यदि सच मे प्रियंका में इंदिरा की छवि दिखती है तो यह #हिंदुओं के लिए #घातक है 
क्योकि ये वही छवि है जिसने दस हज़ार साधुवों की…",1.0932968981596242e+18,Shivaji Modi,https://twitter.com/shiv4modi,Bengaluru
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:53:49,23,https://pbs.twimg.com/profile_images/555366050363998208/PSfNmr20_normal.jpeg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932967374422508e+18,Vamsi,https://twitter.com/dvk2015,Kolkata
The problem with Indian liberals is that they are seasonal anti-BJP but perennial anti-Congress via…,2019-02-06 23:53:39,13,https://pbs.twimg.com/profile_images/1081871523433074689/IWEeJzC1_normal.jpg,23.0,neutral,@ashoswai: The problem with Indian liberals is that they are seasonal anti-BJP but perennial anti-Congress!  https://t.co/YcYlYtpGKk via…,1.0932966963548529e+18,charlee🍭 Jai-Veeru🏍;Suman-Prem 💄💋 ka Vaasta,https://twitter.com/charlie30921593,Mumbai
Odisha government remote-controlled by PM Modi,2019-02-06 23:53:36,15,https://pbs.twimg.com/profile_images/1043517618873749505/ygYtqIc2_normal.jpg,7.0,neutral,"@timesofindia: Odisha government remote-controlled by PM Modi: @RahulGandhi 

https://t.co/iIkRFlHgLZ https://t.co/wcF1Ubwomk",1.093296683348181e+18,hgulam,https://twitter.com/GMH786,Mumbai
mrataPokhrel1 Rahul Gandhi jaisa Pappu 48 years ka hoke khud ko yuva ba,2019-02-06 23:53:27,19,https://pbs.twimg.com/profile_images/1093120348520833025/E4h2I6k0_normal.jpg,0.0,neutral,mrataPokhrel1 @filmfare @BeingSalmanKhan @rajshrifilms Rahul Gandhi jaisa Pappu 48 years ka hoke khud ko yuva ba… https://t.co/Ba3K1AHzpc,1.0932966455365345e+18,Bhavya Goria,https://twitter.com/Bhavya_Goria,Hyderabad
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:53:14,61446,https://pbs.twimg.com/profile_images/1080856442494771203/S0qckDTn_normal.jpg,1703.0,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1.09329659314142e+18,#VTD_EkantBhai 🇮🇳🚩,https://twitter.com/SaundiD,Kolkata
Remember how Kejriwal became a national sensation by reiterating ’s allegations on Robert Vadra! Today Vadra got s…,2019-02-06 23:53:01,7150,https://pbs.twimg.com/profile_images/1036772677006966784/uH9A6VGk_normal.jpg,457.0,neutral,"@adt007ad: Remember, how Kejriwal became a national sensation by reiterating @Swamy39’s allegations on Robert Vadra!

Today, Vadra got s…",1.0932965356627436e+18,Chandra Kant,https://twitter.com/chandu532,Delhi
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:52:54,66,https://pbs.twimg.com/profile_images/1092750838232162304/XPProQ6y_normal.jpg,1465.0,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1.0932965084500214e+18,Numi,https://twitter.com/NadeemsattarSh2,Bengaluru
_ Congress President Shri Rahul Gandhi will be addressing the 'Parivartan Sankalp Samavesh rally in Bhawanipatna in Odisha…,2019-02-06 23:51:55,751,https://pbs.twimg.com/profile_images/945562257731153920/-B6_nyIX_normal.jpg,123.0,neutral,@SimmiAhuja_: Congress President Shri Rahul Gandhi will be addressing the 'Parivartan Sankalp Samavesh' rally in Bhawanipatna in Odisha…,1.0932962593545544e+18,Sanjay Vyas,https://twitter.com/SanjayV74720749,Hyderabad
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:51:34,15,https://pbs.twimg.com/profile_images/898421354894024704/p-zp1MHz_normal.jpg,1465.0,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1.093296169898324e+18,Ratikanta parimanik,https://twitter.com/Ratikantaparim1,Bengaluru
Dear ji this is not why Congress has been brought to power by people of Madhya Pradesh. Please focus…,2019-02-06 23:51:23,3140,https://pbs.twimg.com/profile_images/997916593324638209/_Mt4Jzo9_normal.jpg,23.0,neutral,"@sumitkashyapjha: Dear @OfficeOfKNath ji, this is not why Congress has been brought to power by people of Madhya Pradesh.

Please focus…",1.0932961267137208e+18,Yash,https://twitter.com/puriyash41,Delhi
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:51:04,35,https://pbs.twimg.com/profile_images/985966791389319169/5ajEL-5I_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932960442370499e+18,TheOneWhoKnocks,https://twitter.com/__Master_Yoda,Mumbai
20-year-old shares what Rahul Gandhi said over dinner with students,2019-02-06 23:50:48,34,https://pbs.twimg.com/profile_images/991540644832272384/MaAWbbOZ_normal.jpg,14.0,neutral,@ndtv: 20-year-old shares what Rahul Gandhi said over dinner with students https://t.co/FJdrPKj3N6 https://t.co/ysXoVhIeL2,1.093295978302632e+18,JAIN JOSEPH,https://twitter.com/jainmakil,Kolkata
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:50:21,2661,https://pbs.twimg.com/profile_images/931277796885893121/c00uswtW_normal.jpg,1228.0,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1.0932958650521723e+18,Parth Parikh,https://twitter.com/ParthPa07241800,Kolkata
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:49:51,2588,https://pbs.twimg.com/profile_images/1073202836387688448/whbVnV94_normal.jpg,1703.0,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1.0932957399108731e+18,Keyur J. Desai,https://twitter.com/KeyurJDesai,Mumbai
ac_too She attended full time work shop on How not to Screwup like Rahul Gandhi . Sponsored by Sonia Gandhi,2019-02-06 23:49:37,81,https://pbs.twimg.com/profile_images/857111024222298112/tYm9sQ4f_normal.jpg,0.0,positive,"ac_too She attended full time work shop on
 "" How not to Screwup like Rahul Gandhi"" .
 Sponsored by Sonia Gandhi",1.0932956814801551e+18,BotoPython🇮🇳,https://twitter.com/BotoPython,Hyderabad
Listen to him He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury Now Rahul Gandhi ji &amp Cong…,2019-02-06 23:49:30,679,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2601.0,positive,"@KirenRijiju: Listen to him. He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury. Now, Rahul Gandhi ji &amp; Cong…",1.09329565302161e+18,vdhyani,https://twitter.com/vdhyani,Bengaluru
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:49:22,71,https://pbs.twimg.com/profile_images/487412402091069440/7sz3IR5x_normal.jpeg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932956177770414e+18,Sireesha,https://twitter.com/cantalk2atree,Delhi
Rajiv and Rahul Gandhi did not offer Islamic prayers at Indira Gandhi's funeral Alt News,2019-02-06 23:49:02,111,https://pbs.twimg.com/profile_images/914938105/KASIM_PHOTO_crop_normal.jpg,0.0,neutral, Rajiv and Rahul Gandhi did not offer Islamic prayers at Indira Gandhi's funeral - Alt News https://t.co/ImF4nVE4fv,1.0932955351827497e+18,Kasim Sait,https://twitter.com/Kasimsait,Mumbai
Rahul Gandhi needs to hear the voice of Adhir Ranjan Chowdhary,2019-02-06 23:48:54,7150,https://pbs.twimg.com/profile_images/1036772677006966784/uH9A6VGk_normal.jpg,662.0,neutral,@rsprasad: Rahul Gandhi needs to hear the voice of Adhir Ranjan Chowdhary! https://t.co/xadL4u0a2f,1.0932955003742781e+18,Chandra Kant,https://twitter.com/chandu532,Mumbai
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:48:37,37,https://pbs.twimg.com/profile_images/1011772490174095361/AFEoOdgu_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932954281985556e+18,anand arunoday,https://twitter.com/AnandArunoday,Bengaluru
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:48:26,751,https://pbs.twimg.com/profile_images/945562257731153920/-B6_nyIX_normal.jpg,1465.0,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1.0932953850309386e+18,Sanjay Vyas,https://twitter.com/SanjayV74720749,Bengaluru
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:48:04,27,https://pbs.twimg.com/profile_images/1039555417515278336/pT9uJ83r_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932952924498698e+18,Deepak Manhas,https://twitter.com/Manhasdeepak83,Delhi
चु चु आन क अ को जरूरत नही ह फ़्रं फ़ु प खेलिय चुना क सम ह,2019-02-06 23:47:46,105,https://pbs.twimg.com/profile_images/1092424505815789568/-6aKaXpe_normal.jpg,271.0,neutral,"@ashutosh83B: चुप चुप आने की अब कोई जरूरत
नहीं है । फ़्रंट फ़ुट पर खेलिये । चुनाव का समय है ।  https://t.co/aqRrynelFZ",1.0932952151152927e+18,Minhaz khan,https://twitter.com/mnhzkhn,Bengaluru
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:44,546,https://pbs.twimg.com/profile_images/973989112830029824/57V8zTI0_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932952081737196e+18,gadwal mallikarjuna,https://twitter.com/gadwalmallu,Mumbai
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:47:33,83,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1228.0,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1.0932951592555479e+18,Dipak raja,https://twitter.com/Kdla2310,Delhi
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:32,176,https://pbs.twimg.com/profile_images/928422707062026240/E2PtZmnP_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932951565252362e+18,Unknown Talent,https://twitter.com/utalent,Delhi
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:20,51,https://pbs.twimg.com/profile_images/990658394653589505/9_6C78Ca_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.093295106503766e+18,Muthukumar Rajagopal,https://twitter.com/kumarbrowns,Mumbai
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:07,62,https://pbs.twimg.com/profile_images/843969189991727104/yJi1Qd-m_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932950533831311e+18,Rajesh Madhra 🇮🇳,https://twitter.com/RajeshMadhra,Hyderabad
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:46:22,312,https://pbs.twimg.com/profile_images/1010027513513431040/UeGGce_I_normal.jpg,1228.0,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1.0932948614515466e+18,Bulla 2002,https://twitter.com/BullaDmello,Mumbai
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:46:13,237,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1703.0,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1.0932948255694807e+18,Mahesh Kaushik,https://twitter.com/MaheshK16829169,Hyderabad
Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramali…,2019-02-06 23:46:05,280,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,105.0,neutral,"@bujjusreeni: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramali…",1.0932947929586647e+18,Lalith Seetharaman,https://twitter.com/lalithseetharam,Delhi
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:44:38,65,https://pbs.twimg.com/profile_images/872696878420213761/S3MoGXHU_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932944262338191e+18,Arbind,https://twitter.com/techarbind,Bengaluru
Listen to him He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury Now Rahul Gandhi ji &amp Cong…,2019-02-06 23:44:34,8,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2601.0,positive,"@KirenRijiju: Listen to him. He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury. Now, Rahul Gandhi ji &amp; Cong…",1.0932944113650115e+18,MANOJ KUMAR,https://twitter.com/manojlic231186,Hyderabad
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:43:18,30,https://pbs.twimg.com/profile_images/847290671668969473/1ylWB2QO_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932940904294523e+18,Jinendra Surana,https://twitter.com/jinusurana13,Bengaluru
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:42:41,46350,https://pbs.twimg.com/profile_images/1030609878086180864/W3PzOmlU_normal.jpg,1703.0,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1.0932939348333568e+18,रामचंद्र आर्य,https://twitter.com/rcraju04,Bengaluru
ul Gandhi Congenital Liar or Simply Delusional? February 6 2019 12:27 PM IST Ashutosh Garg in Mentor Counsel,2019-02-06 23:42:36,10,https://pbs.twimg.com/profile_images/666725635146956800/J5meMoGf_normal.jpg,1.0,neutral,"ul Gandhi – Congenital Liar or Simply Delusional?
February 6, 2019, 12:27 PM IST Ashutosh Garg in Mentor Counsel… https://t.co/wQHCWttwRG",1.0932939170076836e+18,Sudhir Julka MD,https://twitter.com/MdJulka,Hyderabad
Congress has put posters of criminals Rahul Gandhi &amp Robert Vadra outsid.. via,2019-02-06 23:41:46,867,https://pbs.twimg.com/profile_images/811845329104441345/IkfaEvwa_normal.jpg,370.0,neutral,@sambitswaraj: Congress has put posters of criminals Rahul Gandhi &amp; Robert Vadra outsid... https://t.co/LZXMsHV16s via @YouTube,1.093293706461864e+18,Capt Arun Kumar,https://twitter.com/trun191,Bengaluru
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:41:18,29,https://pbs.twimg.com/profile_images/1006557585015693312/1f1UqLwf_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.093293589767938e+18,Priyadharshini,https://twitter.com/PriyaRanjithDut,Bengaluru
Congress President Sh Rahul Gandhi has taken the initiative of giving guarantee of a minimum income to the poor of the…,2019-02-06 23:41:08,116,https://pbs.twimg.com/profile_images/904710577662050304/dAR0xAKS_normal.jpg,329.0,negative,@ashokgehlot51: Congress President Sh. Rahul Gandhi has taken the initiative of giving guarantee of a minimum income to the poor of the…,1.0932935446540698e+18,Surendra,https://twitter.com/Surendr42781108,Hyderabad
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:41:06,13,https://pbs.twimg.com/profile_images/1092115837266190336/Yn9OUGeg_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932935397635318e+18,Smoking Kills,https://twitter.com/mysticmoron,Mumbai
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:41:04,518,https://pbs.twimg.com/profile_images/1092562271983882247/5XSbCWwv_normal.jpg,1228.0,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1.0932935285438874e+18,🇮🇳Uma Panicker #Modi2019🇮🇳,https://twitter.com/PanickerUma,Kolkata
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:40:56,22,https://pbs.twimg.com/profile_images/1051418453276381186/VTLECSeB_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932934940245565e+18,Badhri,https://twitter.com/BadhrinathVV,Bengaluru
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:40:55,46350,https://pbs.twimg.com/profile_images/1030609878086180864/W3PzOmlU_normal.jpg,1228.0,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1.0932934917093089e+18,रामचंद्र आर्य,https://twitter.com/rcraju04,Kolkata
"Don't Say Murdabad Defeat PM Modi's BJP With Love, Words like these are used by those from the BJP and RSS We in the Cong…",2019-02-06 23:40:35,121,https://pbs.twimg.com/profile_images/1056874822440026117/ezfk4tLa_normal.jpg,183.0,positive,"@INCMumbai: Don't Say Murdabad, Defeat PM Modi's BJP With Love,"" Words like these are used by those from the BJP and RSS. We in the Cong…",1.093293406523134e+18,جاويد  ||ಜಾವೀದ್,https://twitter.com/trulyindian18,Hyderabad
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:40:13,289,https://pbs.twimg.com/profile_images/518792413423628290/7G5TXxnG_normal.jpeg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932933144791327e+18,Gaurav Chattur,https://twitter.com/chatturg,Kolkata
Fact-check Rahul Gandhi lies yet again this time about MGNREGA via _com बन्द …,2019-02-06 23:39:53,2413,https://pbs.twimg.com/profile_images/378800000641411881/2625e060fc47a1e849c90a0dadea181b_normal.jpeg,164.0,neutral,"@Vyas241S: Fact-check: Rahul Gandhi lies yet again, this time about MGNREGA https://t.co/tenxpB1qex via @opindia_com बन्दा @ArvindKejriw…",1.0932932323883008e+18,Chaanakya 41,https://twitter.com/chaanakya41,Kolkata
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:39:48,124,https://pbs.twimg.com/profile_images/692608354108047360/0L-J1cxN_normal.jpg,5529.0,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1.0932932112488202e+18,RAJIV SWAMINATHAN,https://twitter.com/rajivswaminath,Bengaluru
_Bharat #VadraQuestioning BJP क राहु गांध औ रॉबर् वाड्र प अटैक कहा ''कांग्रे क प्रथ फैमिल 'बे फैमिली है'' htt…,2019-02-06 23:39:46,81122,https://pbs.twimg.com/profile_images/1082422827825938440/P4DlhiMD_normal.jpg,387.0,neutral,"@Republic_Bharat: #VadraQuestioning | BJP का राहुल गांधी और रॉबर्ट वाड्रा पर अटैक, कहा- ''कांग्रेस की प्रथम फैमिली 'बेल फैमिली' है''
htt…",1.0932932011196948e+18,Dr N Patel 🇮🇳 🚩,https://twitter.com/hindustanse,Hyderabad
